187764,343088,0.41,0.7,232.8888883,233.15,45313,121793,18160,0.88,23550,270841,360,345599,3.98,72.025391,47.20082546
77998,207722,0.23,0.02,199.999999,212.99,18834,77974,3170,0.52,4571,100347,32,146132,4.86,61.874023,38.11075756
65317,157565,0.19,0.29,206.837606,206.99,20320,62430,2740,0.51,4602,131968,10,124335,4.97,57.813477,34.01462509
48058,126518,0.16,0.21,259.649122,288.26,13400,49623,1540,0.38,2377,39031,0,78842,5.06,56.459961,30.72979585
57971,167906,0.19,0.22,245.4545448,255.62,14593,67465,4310,0.55,6451,46156,9,116919,4.72,59.166992,36.84347178
100730,205737,0.26,0.14,179.999999,180.08,26421,71511,4760,0.55,5856,121740,216,159537,4.72,59.166992,34.30757331
222153,327259,0.43,0.16,229.3333327,229.46,60244,100760,11850,0.84,18789,122406,250,310014,4.02,68.641602,43.25003337
55283,169776,0.19,0.26,239.3939387,239.8,16937,68921,960,0.54,1633,40456,8,159758,5.33,58.490234,34.80080774
54880,98039,0.15,0,284.2105256,284.41,16118,32800,1070,0.26,1152,36864,0,46783,4.96,51.722656,27.74595322
44165,84554,0.13,0.06,264.1025634,265.39,14090,30119,430,0.24,772,23232,98,45962,5.64,50.369141,26.87013678
